,SALES_DATE,predicted,predicted_30,predicted_45,predicted_60,predicted_90,predicted_max,Encoded_SKU_ID
1,2022-08-02,0.0,0.0,1.0,0.0,1.0,1.0,272
2,2022-08-03,1.0,0.0,1.0,0.0,0.0,1.0,272
3,2022-08-04,0.0,0.0,1.0,0.0,1.0,1.0,272
4,2022-08-05,1.0,0.0,1.0,1.0,1.0,0.0,272
5,2022-08-06,0.0,0.0,0.0,0.0,0.0,1.0,272
6,2022-08-07,-0.45,0.0,0.0,3.0,1.0,1.0,272
0,2022-08-01,1.0,0.0,1.0,1.0,2.0,1.0,366
1,2022-08-02,0.0,1.0,3.0,1.0,0.45,3.0,366
2,2022-08-03,1.0,2.0,0.0,0.55,1.0,1.0,366
3,2022-08-04,1.0,0.0,1.0,3.0,2.5500000000000003,1.4500000000000002,366
4,2022-08-05,1.0,0.0,2.45,1.0,2.0,1.0,366
5,2022-08-06,-1.0,2.0,3.0,0.0,0.0,1.0,366
6,2022-08-07,2.0,1.0,2.0,1.0,1.0,1.0,366
0,2022-08-01,0.0,1.0,1.0,0.0,0.0,0.0,51
1,2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,51
2,2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,51
3,2022-08-04,0.0,0.55,0.0,1.0,0.0,0.0,51
4,2022-08-05,1.0,1.0,1.0,0.0,0.0,0.0,51
5,2022-08-06,0.0,1.0,0.0,0.0,1.0,0.0,51
6,2022-08-07,0.0,1.0,0.0,0.0,0.0,0.0,51
0,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,234
1,2022-08-02,1.0,0.0,0.0,0.0,0.0,0.0,234
2,2022-08-03,0.0,1.0,0.0,1.0,0.0,0.0,234
3,2022-08-04,0.0,0.0,1.0,0.0,0.0,0.0,234
4,2022-08-05,1.0,0.0,1.0,0.0,0.0,0.0,234
5,2022-08-06,0.0,0.0,1.0,0.0,0.0,0.0,234
6,2022-08-07,0.0,1.0,0.0,1.0,0.0,0.0,234
0,2022-08-01,2.0,0.0,0.0,0.0,0.45,0.55,56
1,2022-08-02,-0.55,3.0,1.0,1.4500000000000002,1.0,1.0,56
2,2022-08-03,1.0,0.0,1.0,3.0,1.0,3.0,56
3,2022-08-04,3.0,0.0,0.0,2.0,0.0,2.5500000000000003,56
4,2022-08-05,0.0,1.0,0.55,1.0,1.0,2.0,56
5,2022-08-06,3.0,0.0,2.0,2.5500000000000003,2.5500000000000003,1.0,56
6,2022-08-07,1.0,3.0,0.55,1.0,3.45,2.0,56
0,2022-08-01,,,,,,,165
1,2022-08-02,,,,,,,165
2,2022-08-03,,,,,,,165
3,2022-08-04,,,,,,,165
4,2022-08-05,,,,,,,165
5,2022-08-06,,,,,,,165
6,2022-08-07,,,,,,,165
0,2022-08-01,1.0,1.0,2.0,2.0,7.0,3.5500000000000003,85
1,2022-08-02,7.0,3.0,4.0,7.0,2.0,3.0,85
2,2022-08-03,6.0,1.0,7.550000000000001,1.0,2.0,4.55,85
3,2022-08-04,3.0,3.0,1.55,2.45,2.0,2.45,85
4,2022-08-05,2.0,5.0,0.0,4.0,3.5500000000000003,2.0,85
5,2022-08-06,1.0,3.0,2.0,8.0,5.0,4.0,85
6,2022-08-07,7.0,2.0,4.0,2.0,4.0,4.55,85
0,2022-08-01,2.0,1.0,1.0,1.0,1.0,0.55,377
1,2022-08-02,2.0,1.0,2.0,0.0,1.0,2.45,377
2,2022-08-03,2.0,0.0,2.5500000000000003,1.0,1.0,2.45,377
3,2022-08-04,1.0,1.0,1.0,1.0,1.0,4.0,377
4,2022-08-05,3.0,1.0,1.0,1.4500000000000002,2.0,5.0,377
5,2022-08-06,1.0,2.0,3.0,3.0,1.0,2.0,377
6,2022-08-07,2.0,1.0,1.0,1.0,2.0,1.0,377
0,2022-08-01,,,,,,,254
1,2022-08-02,,,,,,,254
2,2022-08-03,,,,,,,254
3,2022-08-04,,,,,,,254
4,2022-08-05,,,,,,,254
5,2022-08-06,,,,,,,254
6,2022-08-07,,,,,,,254
0,2022-08-01,,,,,,,35
1,2022-08-02,,,,,,,35
2,2022-08-03,,,,,,,35
3,2022-08-04,,,,,,,35
4,2022-08-05,,,,,,,35
5,2022-08-06,,,,,,,35
6,2022-08-07,,,,,,,35
0,2022-08-01,0.45,0.0,1.0,1.0,1.0,1.0,322
1,2022-08-02,2.0,2.0,1.0,1.0,0.0,2.0,322
2,2022-08-03,0.0,0.0,1.0,1.0,2.0,1.0,322
3,2022-08-04,1.0,2.0,0.0,0.45,1.0,2.0,322
4,2022-08-05,0.0,0.0,1.0,1.0,2.0,1.0,322
5,2022-08-06,2.0,2.0,0.55,1.4500000000000002,1.0,2.0,322
6,2022-08-07,0.0,1.0,2.0,1.0,2.5500000000000003,1.0,322
0,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,32
1,2022-08-02,1.4500000000000002,1.0,2.0,1.0,1.0,0.0,32
2,2022-08-03,0.0,0.0,0.0,1.0,0.0,0.0,32
3,2022-08-04,0.45,1.0,1.0,1.0,0.0,0.0,32
4,2022-08-05,0.0,0.0,0.55,4.0,1.0,1.0,32
5,2022-08-06,2.0,1.0,0.0,1.0,0.0,1.0,32
6,2022-08-07,0.0,0.0,0.0,2.0,0.0,0.0,32
1,2022-08-02,0.0,0.0,0.0,0.0,0.0,1.0,234
2,2022-08-03,1.0,1.0,0.0,1.0,0.0,1.0,234
3,2022-08-04,0.0,0.0,0.0,1.0,0.0,1.0,234
4,2022-08-05,0.0,1.0,0.0,0.45,2.0,0.0,234
5,2022-08-06,0.0,0.0,0.0,0.0,1.0,0.0,234
6,2022-08-07,1.0,0.0,0.0,1.0,0.0,0.0,234
0,2022-08-01,0.45,0.0,0.0,0.0,0.0,1.0,187
1,2022-08-02,1.0,1.0,1.0,0.0,0.0,0.0,187
2,2022-08-03,0.0,0.0,0.0,0.0,0.0,1.0,187
3,2022-08-04,1.0,0.0,1.0,1.0,1.0,0.0,187
4,2022-08-05,0.0,1.0,0.0,0.0,0.0,0.0,187
5,2022-08-06,0.0,0.0,0.0,0.45,1.0,1.0,187
6,2022-08-07,1.0,1.0,1.0,1.0,1.0,0.0,187
0,2022-08-01,0.55,0.55,1.0,0.0,0.0,0.0,81
1,2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,81
2,2022-08-03,1.0,0.0,0.0,0.0,0.0,0.0,81
3,2022-08-04,0.0,1.0,0.0,0.0,0.0,0.0,81
4,2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,81
5,2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,81
6,2022-08-07,0.0,0.0,0.0,0.0,0.0,1.0,81
0,2022-08-01,1.0,1.0,0.0,1.0,2.0,1.0,96
1,2022-08-02,0.0,1.0,1.0,0.0,0.0,0.0,96
2,2022-08-03,0.55,2.0,0.0,0.0,0.0,0.45,96
3,2022-08-04,0.0,0.0,0.0,1.4500000000000002,0.0,1.0,96
4,2022-08-05,1.0,2.0,0.55,2.0,0.0,0.0,96
5,2022-08-06,0.0,0.45,0.0,0.0,1.0,0.0,96
6,2022-08-07,1.0,2.0,0.0,1.0,0.0,1.0,96
0,2022-08-01,1.0,1.0,0.0,0.0,0.0,0.0,280
1,2022-08-02,0.0,0.0,3.0,0.0,0.0,1.0,280
2,2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,280
3,2022-08-04,2.0,0.0,2.0,0.0,0.0,0.0,280
4,2022-08-05,0.0,0.0,2.0,0.0,0.0,0.0,280
5,2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,280
6,2022-08-07,0.0,0.0,2.0,0.0,0.0,0.0,280
0,2022-08-01,2.0,2.0,1.55,1.0,1.0,1.0,33
1,2022-08-02,0.0,5.0,1.0,1.0,0.0,1.0,33
2,2022-08-03,1.0,0.0,1.0,1.0,1.0,2.0,33
3,2022-08-04,0.0,0.0,1.0,1.0,1.0,1.0,33
4,2022-08-05,1.0,0.0,5.0,0.0,1.0,1.0,33
5,2022-08-06,1.0,0.55,0.0,0.55,1.55,0.55,33
6,2022-08-07,1.0,1.0,1.0,1.0,1.0,1.4500000000000002,33
0,2022-08-01,3.0,3.0,1.0,1.4500000000000002,2.0,5.0,233
1,2022-08-02,2.0,2.0,1.4500000000000002,5.0,0.0,4.0,233
2,2022-08-03,2.0,2.0,2.0,1.0,4.55,1.0,233
3,2022-08-04,3.0,4.0,7.0,5.0,1.0,6.45,233
4,2022-08-05,0.0,3.0,3.0,2.0,3.5500000000000003,2.45,233
5,2022-08-06,3.0,0.0,5.0,2.0,5.0,7.550000000000001,233
6,2022-08-07,2.0,1.0,3.0,5.0,2.45,9.0,233
0,2022-08-01,3.0,1.55,1.4500000000000002,2.0,2.0,1.4500000000000002,409
1,2022-08-02,1.0,0.45,0.0,1.0,1.4500000000000002,0.0,409
2,2022-08-03,1.0,0.0,0.0,1.0,0.0,0.0,409
3,2022-08-04,5.0,1.0,0.55,0.0,0.0,0.0,409
4,2022-08-05,0.0,3.5500000000000003,1.0,3.0,1.4500000000000002,1.0,409
5,2022-08-06,0.0,0.0,2.0,0.0,0.55,1.0,409
6,2022-08-07,3.0,0.0,0.0,1.55,0.0,1.0,409
0,2022-08-01,2.0,2.0,2.0,0.0,0.0,0.0,75
1,2022-08-02,0.0,2.0,0.55,0.0,0.0,1.0,75
2,2022-08-03,0.0,2.0,3.0,0.0,0.0,1.0,75
3,2022-08-04,2.0,2.0,0.0,0.0,0.0,0.0,75
4,2022-08-05,0.0,2.0,0.0,0.0,0.0,0.0,75
5,2022-08-06,0.0,0.0,0.0,0.0,0.0,0.55,75
6,2022-08-07,2.0,1.0,0.0,0.0,0.0,0.0,75
0,2022-08-01,7.0,6.45,9.0,2.0,2.0,6.0,20
1,2022-08-02,5.0,7.0,10.0,7.0,5.0,4.0,20
2,2022-08-03,6.0,6.45,5.0,5.0,4.0,6.0,20
3,2022-08-04,6.0,7.0,3.0,5.0,4.0,5.0,20
4,2022-08-05,8.0,9.0,9.0,5.550000000000001,7.0,8.0,20
5,2022-08-06,6.550000000000001,7.0,7.0,8.0,7.0,6.0,20
6,2022-08-07,8.0,12.0,5.0,9.55,7.450000000000001,6.0,20
0,2022-08-01,2.0,2.0,0.0,2.0,0.55,2.0,178
1,2022-08-02,2.0,0.0,2.0,1.55,2.0,1.0,178
2,2022-08-03,2.0,3.0,2.5500000000000003,1.0,1.0,1.0,178
3,2022-08-04,2.0,1.0,2.0,2.0,2.0,2.0,178
4,2022-08-05,2.0,3.0,2.0,1.55,0.45,1.0,178
5,2022-08-06,2.0,1.0,0.0,1.0,3.0,1.0,178
6,2022-08-07,2.0,3.0,0.55,2.0,2.0,2.0,178
0,2022-08-01,0.0,0.0,1.0,1.0,1.0,6.0,46
1,2022-08-02,-1.0,0.0,1.0,2.0,1.0,2.0,46
2,2022-08-03,-1.0,2.0,6.0,1.0,1.0,1.0,46
3,2022-08-04,-1.0,0.0,2.0,1.4500000000000002,0.55,1.0,46
4,2022-08-05,-1.0,1.0,2.0,6.0,1.0,1.0,46
5,2022-08-06,-1.0,6.0,2.0,1.4500000000000002,2.0,1.55,46
6,2022-08-07,-1.0,2.0,1.0,1.0,2.0,1.55,46
0,2022-08-01,5.0,5.0,5.0,4.45,6.0,3.0,14
1,2022-08-02,2.0,5.0,2.0,3.0,3.5500000000000003,2.0,14
2,2022-08-03,4.0,2.45,5.0,5.45,9.0,5.0,14
3,2022-08-04,2.5500000000000003,5.550000000000001,5.0,2.0,4.0,7.0,14
4,2022-08-05,3.0,7.0,11.0,3.0,3.0,6.0,14
5,2022-08-06,4.0,7.0,4.0,4.45,4.0,7.0,14
6,2022-08-07,1.55,5.0,2.45,4.55,6.0,3.0,14
0,2022-08-01,0.0,0.0,0.0,0.0,0.0,1.0,452
1,2022-08-02,-0.55,0.55,0.45,1.0,0.0,0.55,452
2,2022-08-03,1.0,0.0,3.0,0.55,1.0,1.0,452
3,2022-08-04,1.0,0.0,1.0,2.0,0.0,1.0,452
4,2022-08-05,0.0,0.45,0.0,0.55,0.0,0.0,452
5,2022-08-06,1.0,0.0,0.0,0.0,0.0,4.0,452
6,2022-08-07,0.0,0.0,0.0,1.0,2.45,0.0,452
0,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,215
1,2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,215
2,2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,215
3,2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,215
4,2022-08-05,0.0,0.0,0.0,1.0,0.0,0.0,215
5,2022-08-06,0.0,0.0,0.0,1.0,0.0,0.0,215
6,2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,215
0,2022-08-01,1.0,2.0,1.4500000000000002,0.45,2.0,3.0,246
1,2022-08-02,2.0,1.0,4.0,2.0,2.0,1.4500000000000002,246
2,2022-08-03,1.0,3.0,1.4500000000000002,1.4500000000000002,1.0,1.4500000000000002,246
3,2022-08-04,2.0,5.0,2.45,1.0,0.0,1.0,246
4,2022-08-05,1.0,4.0,6.0,1.0,2.5500000000000003,1.4500000000000002,246
5,2022-08-06,3.0,4.0,2.5500000000000003,2.5500000000000003,1.0,6.0,246
6,2022-08-07,2.0,4.0,2.0,2.0,2.0,2.45,246
0,2022-08-01,2.0,1.0,1.0,1.0,1.0,1.0,118
1,2022-08-02,-0.55,0.0,1.0,1.0,1.0,1.55,118
2,2022-08-03,0.0,0.0,0.0,0.55,0.0,0.55,118
3,2022-08-04,1.0,1.0,4.0,0.0,0.0,0.0,118
4,2022-08-05,1.0,0.0,0.55,0.0,0.0,0.0,118
5,2022-08-06,3.0,4.0,0.0,0.0,1.0,2.5500000000000003,118
6,2022-08-07,-0.55,0.0,1.0,0.0,1.0,1.0,118
0,2022-08-01,4.0,4.0,7.0,2.5500000000000003,4.0,3.0,54
1,2022-08-02,2.0,2.0,5.0,1.55,0.45,4.0,54
2,2022-08-03,6.0,4.0,5.0,2.45,4.0,3.0,54
3,2022-08-04,4.0,3.0,2.0,5.0,5.0,4.0,54
4,2022-08-05,2.0,2.45,4.0,9.0,1.0,5.0,54
5,2022-08-06,6.0,3.5500000000000003,2.0,3.0,5.0,3.5500000000000003,54
6,2022-08-07,4.0,4.0,5.0,2.45,2.0,1.4500000000000002,54
0,2022-08-01,1.0,1.0,1.0,1.0,1.0,1.0,386
1,2022-08-02,1.0,1.0,0.0,1.0,1.4500000000000002,1.0,386
2,2022-08-03,1.0,3.0,1.0,0.0,1.0,1.0,386
3,2022-08-04,1.0,1.0,0.0,3.45,1.0,1.4500000000000002,386
4,2022-08-05,1.0,0.0,3.45,0.0,0.55,1.55,386
5,2022-08-06,1.0,1.0,0.0,1.0,0.0,1.0,386
6,2022-08-07,1.0,1.0,1.0,1.0,1.55,1.0,386
0,2022-08-01,6.45,6.45,5.0,6.0,7.0,6.0,208
1,2022-08-02,10.0,6.0,7.0,3.0,5.0,6.0,208
2,2022-08-03,4.0,7.0,7.0,6.0,3.5500000000000003,3.0,208
3,2022-08-04,6.0,3.0,7.0,4.0,7.0,4.0,208
4,2022-08-05,5.0,4.0,5.0,14.0,6.0,7.0,208
5,2022-08-06,10.0,6.0,7.0,6.0,6.45,3.5500000000000003,208
6,2022-08-07,4.0,5.550000000000001,7.0,3.0,6.0,10.0,208
0,2022-08-01,4.0,3.0,3.0,2.5500000000000003,3.0,3.0,267
1,2022-08-02,3.0,3.0,2.5500000000000003,3.0,2.5500000000000003,5.0,267
2,2022-08-03,4.0,3.0,1.55,4.0,1.0,3.45,267
3,2022-08-04,1.0,3.0,3.0,0.55,6.0,5.0,267
4,2022-08-05,6.0,3.0,1.4500000000000002,7.0,3.0,3.0,267
5,2022-08-06,7.0,3.0,1.4500000000000002,1.0,1.0,2.45,267
6,2022-08-07,1.0,2.0,3.0,2.5500000000000003,2.5500000000000003,4.0,267
0,2022-08-01,0.45,0.45,0.0,0.0,0.0,0.55,272
1,2022-08-02,0.0,1.0,1.0,0.0,0.0,1.0,272
2,2022-08-03,0.0,0.0,1.0,0.0,1.0,3.0,272
3,2022-08-04,1.0,1.0,1.0,0.0,0.55,0.0,272
4,2022-08-05,0.0,0.0,0.0,0.0,1.0,1.4500000000000002,272
6,2022-08-07,0.45,0.0,1.0,0.0,0.0,1.0,272
0,2022-08-01,0.0,0.0,1.0,1.0,0.0,1.0,159
1,2022-08-02,3.0,1.55,0.0,1.0,0.55,1.0,159
2,2022-08-03,1.0,1.0,1.0,1.0,0.45,0.45,159
3,2022-08-04,0.0,0.0,0.0,2.0,0.0,1.0,159
4,2022-08-05,1.0,0.0,0.0,0.0,0.0,0.45,159
5,2022-08-06,-0.55,0.55,1.0,0.0,1.4500000000000002,0.0,159
6,2022-08-07,0.0,1.0,0.0,1.0,1.0,1.0,159
0,2022-08-01,,4.0,3.45,0.0,3.0,10.0,412
1,2022-08-02,,2.0,4.0,4.0,3.0,5.0,412
2,2022-08-03,,6.0,2.0,3.0,2.0,8.45,412
3,2022-08-04,,3.0,7.0,3.0,4.0,3.5500000000000003,412
4,2022-08-05,,5.0,5.0,4.0,3.0,3.0,412
5,2022-08-06,,11.0,3.5500000000000003,5.0,6.45,4.55,412
6,2022-08-07,,8.0,0.0,3.0,4.45,8.0,412
0,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,407
1,2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,407
2,2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,407
3,2022-08-04,0.0,0.0,0.0,1.0,0.0,0.0,407
4,2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,407
5,2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,407
6,2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,407
0,2022-08-01,0.55,0.55,0.0,0.0,1.0,1.0,151
1,2022-08-02,1.0,0.0,0.0,1.0,0.0,0.0,151
2,2022-08-03,0.55,1.0,1.0,0.0,0.45,2.0,151
3,2022-08-04,0.0,1.0,3.0,0.0,0.0,1.55,151
4,2022-08-05,0.0,4.0,2.0,1.0,8.0,1.0,151
5,2022-08-06,1.0,0.55,0.55,3.5500000000000003,3.0,1.0,151
6,2022-08-07,0.0,2.0,1.55,4.0,2.0,2.0,151
0,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,408
1,2022-08-02,0.0,0.0,1.0,0.0,0.0,1.0,408
2,2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,408
3,2022-08-04,0.0,0.0,1.0,0.0,0.0,0.0,408
4,2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,408
5,2022-08-06,0.0,0.0,1.0,0.0,0.0,0.0,408
6,2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,408
0,2022-08-01,0.0,0.0,1.0,1.0,1.55,0.0,30
1,2022-08-02,1.0,3.0,1.0,2.0,2.0,1.4500000000000002,30
2,2022-08-03,2.45,0.45,3.0,1.0,1.0,3.0,30
3,2022-08-04,0.0,1.0,0.0,1.0,2.0,1.0,30
4,2022-08-05,0.0,0.55,1.0,2.0,4.0,0.0,30
5,2022-08-06,1.0,1.0,1.0,0.0,2.45,0.45,30
6,2022-08-07,2.45,2.45,1.0,1.55,2.0,1.4500000000000002,30
0,2022-08-01,2.5500000000000003,2.0,1.0,4.0,4.55,6.0,282
1,2022-08-02,1.4500000000000002,3.0,2.0,7.0,3.0,2.0,282
2,2022-08-03,2.0,2.0,1.0,3.0,2.5500000000000003,2.0,282
3,2022-08-04,0.0,8.0,1.55,3.0,4.0,2.0,282
4,2022-08-05,2.0,1.55,3.0,2.0,2.5500000000000003,2.0,282
5,2022-08-06,4.0,8.0,1.0,2.5500000000000003,3.5500000000000003,3.5500000000000003,282
6,2022-08-07,3.0,1.55,2.45,2.0,2.0,3.0,282
0,2022-08-01,2.0,0.0,0.0,2.0,2.0,1.55,122
1,2022-08-02,1.55,5.0,0.0,1.0,2.0,1.55,122
2,2022-08-03,0.0,2.0,2.45,1.0,4.0,1.0,122
3,2022-08-04,0.0,2.0,1.0,0.55,1.0,1.0,122
4,2022-08-05,5.0,0.0,2.0,0.55,3.5500000000000003,1.0,122
5,2022-08-06,1.0,5.0,2.0,1.55,1.0,2.0,122
6,2022-08-07,1.55,2.0,3.45,1.0,1.0,1.0,122
0,2022-08-01,,,,,,,208
1,2022-08-02,,,,,,,208
2,2022-08-03,,,,,,,208
3,2022-08-04,,,,,,,208
4,2022-08-05,,,,,,,208
5,2022-08-06,,,,,,,208
6,2022-08-07,,,,,,,208
0,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,397
1,2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,397
2,2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,397
3,2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,397
4,2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,397
5,2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,397
6,2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,397
0,2022-08-01,2.0,3.5500000000000003,6.0,5.0,5.0,6.0,268
1,2022-08-02,4.0,2.0,2.5500000000000003,0.55,2.5500000000000003,2.0,268
2,2022-08-03,5.0,2.0,2.0,1.55,2.5500000000000003,2.0,268
3,2022-08-04,2.0,2.0,1.55,3.5500000000000003,2.0,1.4500000000000002,268
4,2022-08-05,2.0,1.55,2.0,1.0,1.4500000000000002,4.0,268
5,2022-08-06,3.5500000000000003,5.0,4.0,2.0,2.0,4.0,268
6,2022-08-07,2.0,2.0,0.0,5.0,6.0,3.0,268
0,2022-08-01,1.0,1.0,0.0,1.0,1.4500000000000002,1.0,374
1,2022-08-02,-1.0,1.0,0.55,2.45,2.5500000000000003,0.0,374
2,2022-08-03,0.0,1.0,0.0,0.55,1.4500000000000002,0.0,374
3,2022-08-04,-1.0,2.0,1.0,2.0,1.0,1.0,374
4,2022-08-05,0.0,0.0,3.0,2.0,0.0,0.0,374
5,2022-08-06,1.0,0.55,4.0,4.0,0.0,0.0,374
6,2022-08-07,1.0,2.0,0.0,2.0,0.0,1.0,374
0,2022-08-01,0.45,0.45,0.0,0.0,2.0,2.0,343
1,2022-08-02,4.0,5.0,0.0,3.5500000000000003,0.0,1.0,343
2,2022-08-03,3.0,2.0,0.55,2.0,1.0,1.0,343
3,2022-08-04,1.0,1.0,2.5500000000000003,0.0,1.4500000000000002,1.0,343
4,2022-08-05,3.0,2.5500000000000003,2.45,3.0,2.0,0.55,343
5,2022-08-06,0.45,4.0,0.0,2.0,0.0,0.45,343
6,2022-08-07,4.0,1.0,0.0,0.0,1.0,1.0,343
0,2022-08-01,3.0,3.0,6.0,5.0,3.0,3.0,22
1,2022-08-02,1.0,2.0,7.0,2.45,0.45,2.0,22
2,2022-08-03,2.0,8.0,5.0,3.0,0.0,4.45,22
3,2022-08-04,1.0,6.0,2.0,3.0,2.0,0.0,22
4,2022-08-05,8.0,2.0,2.5500000000000003,3.0,0.55,1.0,22
5,2022-08-06,3.0,2.0,1.0,1.0,2.0,2.45,22
6,2022-08-07,1.0,2.0,1.0,1.0,2.0,5.0,22
0,2022-08-01,0.0,0.0,0.0,1.0,-1.0,2.0,260
1,2022-08-02,1.0,1.0,1.0,5.0,1.0,0.55,260
2,2022-08-03,2.0,2.0,1.0,2.0,2.45,1.0,260
3,2022-08-04,3.0,2.0,1.0,1.4500000000000002,1.0,2.0,260
4,2022-08-05,0.0,2.5500000000000003,0.0,5.0,0.55,2.45,260
5,2022-08-06,1.0,1.4500000000000002,0.0,-1.0,6.0,3.0,260
6,2022-08-07,3.0,0.55,1.0,3.0,1.55,1.0,260
0,2022-08-01,2.0,1.55,3.0,3.0,3.0,2.0,77
1,2022-08-02,0.0,0.55,1.0,1.0,0.0,0.0,77
2,2022-08-03,0.0,3.0,1.0,2.5500000000000003,0.0,1.0,77
3,2022-08-04,0.0,2.0,0.55,3.0,1.0,1.0,77
4,2022-08-05,0.0,2.0,1.0,0.0,0.0,0.55,77
5,2022-08-06,1.0,0.45,1.0,0.45,1.4500000000000002,1.4500000000000002,77
6,2022-08-07,3.0,3.0,1.0,1.0,2.5500000000000003,1.4500000000000002,77
0,2022-08-01,3.45,4.0,2.5500000000000003,2.5500000000000003,3.0,6.0,25
1,2022-08-02,4.0,3.5500000000000003,3.0,3.0,2.0,2.45,25
2,2022-08-03,3.0,6.0,2.5500000000000003,4.0,2.5500000000000003,2.0,25
3,2022-08-04,1.0,1.0,6.0,2.45,3.0,3.0,25
4,2022-08-05,4.0,1.0,1.55,4.0,2.5500000000000003,2.0,25
5,2022-08-06,3.0,3.0,4.0,3.0,3.0,2.0,25
6,2022-08-07,3.0,1.0,2.5500000000000003,0.55,3.0,3.0,25
0,2022-08-01,,,,,,,9
1,2022-08-02,,,,,,,9
2,2022-08-03,,,,,,,9
3,2022-08-04,,,,,,,9
4,2022-08-05,,,,,,,9
5,2022-08-06,,,,,,,9
6,2022-08-07,,,,,,,9
2,2022-08-03,0.0,0.0,0.0,0.0,2.0,0.0,215
4,2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,215
5,2022-08-06,0.0,1.0,0.0,0.0,0.0,0.0,215
0,2022-08-01,5.0,5.0,3.5500000000000003,2.0,9.0,7.0,200
1,2022-08-02,1.0,4.0,3.0,4.45,3.0,3.0,200
2,2022-08-03,4.0,5.45,4.0,1.0,3.0,7.450000000000001,200
3,2022-08-04,5.0,2.0,1.0,3.0,7.0,3.5500000000000003,200
4,2022-08-05,4.0,4.55,3.0,2.0,4.0,5.0,200
5,2022-08-06,3.45,4.0,6.0,3.0,5.0,4.0,200
6,2022-08-07,1.0,4.0,6.0,7.0,3.0,4.0,200
0,2022-08-01,3.0,0.0,0.0,0.0,0.45,2.0,93
1,2022-08-02,-0.45,0.55,0.45,0.0,2.0,0.0,93
2,2022-08-03,1.4500000000000002,1.0,7.0,1.0,0.0,2.0,93
3,2022-08-04,0.0,0.0,7.0,0.0,0.0,1.55,93
4,2022-08-05,0.0,0.0,4.0,0.0,0.55,1.0,93
5,2022-08-06,0.0,0.45,1.0,0.45,0.0,1.0,93
6,2022-08-07,1.0,0.0,3.0,0.45,1.0,1.0,93
0,2022-08-01,6.0,6.0,5.0,6.0,7.550000000000001,6.0,400
1,2022-08-02,5.0,2.0,6.0,2.0,3.0,4.0,400
2,2022-08-03,5.0,5.0,3.0,5.0,8.0,5.0,400
3,2022-08-04,6.0,3.0,1.0,6.0,5.0,5.0,400
4,2022-08-05,4.45,1.0,5.45,4.55,2.0,1.0,400
5,2022-08-06,5.0,4.0,4.55,7.550000000000001,4.55,5.0,400
6,2022-08-07,6.0,2.45,5.0,2.0,0.0,4.0,400
0,2022-08-01,1.55,1.55,4.0,11.0,11.0,1.55,415
1,2022-08-02,4.0,4.0,2.0,3.0,3.0,1.0,415
2,2022-08-03,4.0,3.0,7.0,9.0,7.550000000000001,4.0,415
3,2022-08-04,3.45,4.0,3.0,7.550000000000001,8.0,3.0,415
4,2022-08-05,0.0,3.45,4.0,11.0,0.0,3.0,415
5,2022-08-06,1.0,5.550000000000001,3.0,3.0,7.550000000000001,2.0,415
6,2022-08-07,1.4500000000000002,4.0,11.0,6.0,1.4500000000000002,2.45,415
0,2022-08-01,,,,,,,52
1,2022-08-02,,,,,,,52
2,2022-08-03,,,,,,,52
3,2022-08-04,,,,,,,52
4,2022-08-05,,,,,,,52
5,2022-08-06,,,,,,,52
6,2022-08-07,,,,,,,52
0,2022-08-01,1.0,1.0,1.0,0.0,0.0,0.0,55
1,2022-08-02,1.55,2.5500000000000003,2.0,3.0,2.0,3.0,55
2,2022-08-03,-1.0,0.0,0.55,1.4500000000000002,1.0,2.0,55
3,2022-08-04,2.0,1.0,1.0,0.0,1.0,16.0,55
